Release,Supplier, Review,Tag Number,QTY Released,Unit,Size,Description,Material,Lining,Coating,Release Date,Due Date,Area,System,Contract Dwg,System2,Shop Dwg,Delivered QTY,Need QTY,Received On,Received By,Storage Location,Notes,Estimate Cost,Contract Unit Price,Contract Extended Price,Above/Below,Invoice No.,Invoice Unit Price,Invoice Extended Price,Delta (Invoice-Contract),QTY Invoiced to Date,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,KAT,ok,116.4-06-01,1,EA,"06"" x 16'-00""",CL51 PExPE SPOOL,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 Drain,RAS Pump Station 1 Drain,"60% QAQC - C03-303, C03-305, M30-101",RAS PS Drain,,1, ,5/5/2026,David Nigro,Pipe Laydown,,," $2,045.26 "," $2,045.26 ",Below,3864(1)," $2,045.26 "," $2,045.26 ", $-   ,1,,
1,KAT,ok,116.4-06-02,60,LF,"06""",CL51 DI RJ,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 Drain,RAS Pump Station 1 Drain,"60% QAQC - C03-303, C03-305, M30-101",RAS PS Drain,,60,0,5/4/2026,David Nigro,Pipe Laydown,59.55 LF del 5/4/26,, $57.50 ," $3,450.00 ",Below,3858(60), $57.50 ," $3,424.13 ", $(25.88),60,,
1,KAT,ok,116.4-06-03,1,EA,"06""","06"" MJ 90 BEND",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 Drain,RAS Pump Station 1 Drain,"60% QAQC - C03-303, C03-305, M30-101",RAS PS Drain,,1, ,5/4/2026,David Nigro,Pipe Laydown,,, $392.00 , $392.00 ,Below,3858(1),, $-   , $-   ,1,,
1,KAT,ok,116.4-06-04,2,EA,"06""","06"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 Drain,RAS Pump Station 1 Drain,"60% QAQC - C03-303, C03-305, M30-101",RAS PS Drain,,2, ,6/1/2026,David Nigro,Pipe Laydown,,, $49.00 , $98.00 ,Below,3885, $49.00 , $98.00 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,KAT,ok,110.4-24-01,120,LF,"24""",CL51 DI RJ,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,,RAS,,40,80,5/4/2026,David Nigro,Pipe Laydown,39.86 LF del 5/4/26,,291.52," $34,982.40 ",,3858(40) 3979(79),291.52," $11,619.99 "," $(23,362.41)",119,,
1,KAT,ok,110.4-24-02,1,EA,"24"" x 15'-06""",CL53 FLGxPE SPOOL,DI,P401,Primed,2/19/2026,5/4/2026,Headworks Riser,RAS Pump Station to Headworks,60% QAQC - M10-201,RAS,,1, ,5/7/2026,David Nigro,Pipe Laydown,,," $10,354.40 "," $10,354.40 ",Riser,3885," $10,354.40 "," $10,354.40 ", $-   ,,,
1,KAT,ok,110.4-24-03,2,EA,"24""","24"" MJ 90 BEND",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,2, ,,,,1 del 5/1/26,," $4,096.00 "," $8,192.00 ",Below,3858(1),, $-   , $-   ,1,,
1,KAT,ok,110.4-48-01,1,EA,"48""x24""","48""x24"" MJ REDUCER",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,1, ,7/7/2026,Pablo Chapellin,Pipe Laydown,,,, $-   ,Below,4160(1)," $13,078.81 "," $13,078.81 "," $13,078.81 ",1,,
1,KAT,ok,110.4-48-02,1,EA,"48""x30""","48""x30"" MJ TEE",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,1, ,7/7/2026,Pablo Chapellin,Pipe Laydown ,,,, $-   ,Below,4160(1)," $26,982.27 "," $26,982.27 "," $26,982.27 ",1,,
1,KAT,ok,110.4-30-01,1,EA,"30"" x 15'-06""",CL53 FLGxPE SPOOL,DI,P401,Primed,2/19/2026,5/4/2026,Riser Between Headworks and BNR,RAS Pump Station to Headworks,60% QAQC - M10-201,RAS,,1, ,5/12/2026,David Nigro,Pipe Laydown,,," $14,371.65 "," $14,371.65 ",Riser,3899(1)," $14,371.65 "," $14,371.65 ", $-   ,1,,
1,KAT,ok,110.4-24-04,5,EA,"24""","24"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,5, ,6/1/2026,David Nigro,Pipe Laydown,,, $461.00 ," $2,305.00 ",Below,3885, $461.00 ," $2,305.00 ", $-   ,,,
1,KAT,ok,110.4-30-02,1,EA,"30""","30"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,1, ,6/12/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $1,061.00 ",Below,4028," $1,061.00 "," $1,061.00 ", $-   ,,,
1,KAT,ok,110.4-48-03,3,EA,"48""","48"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,3, ,6/1/2026,David Nigro,Pipe Laydown,,," $2,630.00 "," $7,890.00 ",Below,3885," $2,630.00 "," $7,890.00 ", $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,KAT,ok,110.3-48-01,740,LF,"48""",CL51 DI RJ,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,270,470,7/1/2026,Emma Esteban,Pipe Laydown,19.1 LF del 5/14/26; 18.95 LF del 5/18/26; 75.7 LF del 5/27/26; 76.0 LF del 6/2/26; 80 LF del 7/1                                             ,,," $1,048.86 ",Below,4028;3979(76);4063;4132(140);3905(19);4063(19);3953(76)," $1,048.86 "," $282,929.99 "," $281,881.13 ",330,6/8/2026 (1) Segment A Road Crossing (Isaac Crew Pipe),
1,KAT,ok,110.3-48-02,2,EA,"48""","48"" MJ 11.25 BEND",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,2, ,7/7/2026,Pablo Chapellin ,Pipe Laydown,1 del 5/4/26,,, $-   ,Below,3858(1); 4160," $13,929.02 "," $27,858.04 "," $27,858.04 ",1,,
1,KAT,ok,110.3-48-03,1,EA,"48""x12""","48""x12"" MJ TEE",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,1, ,5/22/2026,David Nigro,Pipe Laydown,,," $13,960.00 "," $13,960.00 ",Below,,, $-   , $-   ,,,
1,KAT,ok,110.3-48-04,1,EA,"48""x48""","48"" MJ TEE",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,1, ,7/7/2026,David Nigro,Pipe Laydown,,," $28,822.00 "," $28,822.00 ",Below,4160(1)," $28,822.00 "," $28,822.00 ", $-   ,1,,
1,KAT,ok,110.3-48-05,2,EA,"48""x36""","48""x36"" MJ REDUCER",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,2, ,5/22/2026,David Nigro,Pipe Laydown,"1 del 5/4/26
1 del 5/22/26",," $27,120.00 "," $54,240.00 ",Below,3858(1),, $-   , $-   ,1,,
1,KAT,ok,110.3-48-06,9,EA,"48""","48"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,9, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,8 del 6/1/26; 1 del 6/17/26,," $2,630.00 "," $23,670.00 ",Below,3885," $2,630.00 "," $23,670.00 ", $-   ,,07/22/2026 (6) Eastside of Headworks (Brittian),
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,KAT,I got 208,110.2-36-01,220,LF,"36""",CL51 DI RJ,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Line Main Header Between RAS PS and Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,199,21,7/6/2026,Pablo Chapellin,Pipe Laydown,144 lf Del 7/06/26; 54.62 lf del 7/20/2026,, $522.28 ," $114,901.60 ",Below,4132(145);4281(55), $522.28 ," $103,735.25 "," $(11,166.35)",200,,
1,KAT,ok,110.2-36-02,4,EA,"36""","36"" MJ 45 BEND",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,4, ,5/4/2026,David Nigro,Pipe Laydown,,,, $-   ,Below,3858(4),, $-   , $-   ,4,,
1,KAT,ok,110.2-36-03,1,EA,"36""x36""","36"" MJ TEE",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,1, ,7/7/2026,Pablo Chapellin,Pipe Laydown,,," $13,238.00 "," $13,238.00 ",Below,4160(1)," $13,238.00 "," $13,238.00 ", $-   ,1,,
1,KAT,ok,110.2-36-04,2,EA,"36""x24""","36""x24"" MJ REDUCER",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,2, ,5/4/2026,David Nigro,Pipe Laydown,,," $6,020.00 "," $12,040.00 ",Below,3858(2),, $-   , $-   ,2,,
1,KAT,ok,110.2-36-05,14,EA,"36""","36"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,14, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,352.00 "," $18,928.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,4,,
1,KAT,I got 208,110.1-24-01,100,LF,"24""",CL51 DI RJ,DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,,100,,,,,, $291.52 ," $29,152.00 ",Below,,, $-   , $-   ,,,
1,KAT,ok,110.1-24-02,3,EA,"24""x16""","24""x16"" MJ TEE",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305",RAS,,3, ,5/4/2026,David Nigro,Pipe Laydown,,," $4,518.95 "," $13,556.85 ",Below,3858(3),, $-   , $-   ,3,,
1,KAT,ok,110.1-16-01,3,EA,"16"" x 16'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,2/19/2026,5/4/2026,RAS PS Riser,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,3, ,5/5/2026,David Nigro,Pipe Laydown,,," $6,471.65 "," $19,414.95 ",Riser,3864(3),, $-   , $-   ,3,,
1,KAT,ok,110.1-24-03,1,EA,"24""","24"" PLUG w/ 2"" NTP TAP",DI,P401,Asphaltic,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $3,013.99 "," $3,013.99 ",Below,3858(1),, $-   , $-   ,1,,
1,KAT,ok,110.1-24-04,1,EA,"24""",MJ GASKET AND HARDWARE FOR PLUG,,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,,1,,,,,,, $-   ,,,, $-   , $-   ,,,
1,KAT,ok,110.1-16-02,3,EA,"16""","16"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,3, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,, $209.00 , $627.00 ,Below,,, $-   , $-   ,,,
1,KAT,ok,110.1-24-05,11,EA,"24""","24"" Megalug w/ Accessory Kit",,,,2/19/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,11, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,, $461.00 ," $5,071.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,ServCorp,,119-06-01,5940,LF,"06"" x 20'-00""",CERTA-LOK YELOMINE PIPE RJIB,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,5940, ,3/6/2026,David Nigro,,,, $19.30 ," $114,642.00 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-02,2,EA,"06""","06"" CERTA-LOK YELOMINE TEE",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,2, ,3/6/2026,David Nigro,,,, $259.85 , $519.70 ,Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-03,9,EA,"06""","06"" CERTA-LOK YELOMINE 90 BEND",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,9, ,3/6/2026,David Nigro,,,, $145.72 ," $1,311.48 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-04,10,EA,"06""","06"" CERTA-LOK YELOMINE 45 BEND",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,10, ,3/6/2026,David Nigro,,,, $93.75 , $937.50 ,Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-05,10,EA,"06"" x 06"" x 02""","06"" x 06"" x 02"" CERTA-LOK YELOMINE RED TEE",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,10, ,3/6/2026,David Nigro,,,, $259.85 ," $2,598.50 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-06,27,EA,"06""","VLV GATE VALVE 06"" MJ W/NUT OP",DI,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,27, ,3/3/2026,David Nigro,,,, $929.33 ," $25,091.91 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-07,0,EA,,VALVE STEM EXTENSION x 04' BURY,,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,, ,,,,Not using these,, $72.35 , $-   ,Below,,, $-   , $-   ,,,
1,KAT,,119-06-08,54,EA,"06""","06"" PVC Megalug w/ Accessory Kit (PVC x DI)",,,,2/19/2026,3/2/2026,All,Temp Const Water Loop,,,,54, ,3/18/2026,Brittian Sanders,,"Pricing provided 3/20/26 - 6"" Megalug $51.07, 6"" Acc Kit $28.54",, $79.61 ," $4,298.94 ",Below,3636(54), $49.00 ," $2,646.00 "," $(1,652.94)",54,,
1,ServCorp,,119-06-09,180,LF,"06""",PVC C900 PIPE,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,180, ,3/3/2026,David Nigro,,,, $11.56 ," $2,080.80 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119-06-10,6,EA,"06""","06"" CERTA-LOK YELOMINE REPAIR COUPLING",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,6, ,3/6/2026,David Nigro,,"Included in release, but added to document after release",, $94.77 , $568.62 ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-01,1500,LF,"02"" x 20'-00""",CERTA-LOK YELOMINE PIPE W/ COUPLING,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,1500, ,3/6/2026,David Nigro,,,, $7.08 ," $10,620.00 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-02,6,EA,"02""","02"" CERTA-LOK YELOMINE REPAIR COUPLING",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,6, ,3/6/2026,David Nigro,,,, $41.78 , $250.68 ,Below,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-03,9,EA,"02""","02"" CERTA-LOK F/E x SW S/E",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,9, ,3/6/2026,David Nigro,,,, $38.72 , $348.48 ,Below,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-04,300,LF,"02""",SCH 80 PVC,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,300, ,3/3/2026,David Nigro,,,, $6.82 ," $2,046.00 ",Below,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-05,20,EA,"02""",SCH 80 PVC 90 BEND SOC,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,20, ,3/3/2026,David Nigro,,,, $6.03 , $120.60 ,Below,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-06,20,EA,"02""",SCH 80 PVC 90 TEE SOC,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,20, ,3/3/2026,David Nigro,,,, $21.31 , $426.20 ,Above,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-07,20,EA,"02""",SCH 80 PVC Ball Valves,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,20, ,3/3/2026,David Nigro,,,, $88.79 ," $1,775.80 ",Above,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-08,10,EA,"02""",SCH 80 PVC MALE ADAPTER NPT x SOC,PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,10, ,3/3/2026,David Nigro,,Short 3 pcs on 3/3. Missing 3 pcs delivered 3/5.,, $16.55 , $165.50 ,Above,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-09,10,EA,"02""",ALUMINUM MALE CAMLOCK x FNPT,ALUM,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,10, ,3/3/2026,David Nigro,,,, $5.47 , $54.70 ,Above,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-10,20,EA,"02""","SCH 80 PVC SPIG x 3/4"" FNPT BUSHING",PVC,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,20, ,3/3/2026,David Nigro,,,, $8.54 , $170.80 ,Above,,, $-   , $-   ,,,
1,ServCorp,,119.1-02-11,20,EA,"02""","3/4"" BRASS MNPT x 3/4"" HOSE BIB",BRASS,,,2/18/2026,3/9/2026,All,Temp Const Water Loop,,,,20, ,3/3/2026,David Nigro,,,, $8.59 , $171.80 ,Above,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,101-48-01,1040,LF,"48""",CL50 DI RJ,DI,P401,Asphaltic,3/13/2026,6/29/2026,Influent Flow Meter to Headworks,"48"" Force Main Influent","60% QAQC - C03-302, M09-101",Plant Influent,,260,780,7/7/2026,Pablo Chapellin,Pipe Laydown,160 LF del 7/7/2026; 80 LF del 7/13/26; 20 LF del 7/13/26,," $1,048.86 "," $1,090,814.40 ",,4160(298);4187(80);4198(20);4194(100);4216(40), $967.06 ," $251,435.60 "," $(839,378.80)",538,07/22/2026 (1) (Gauged) Eastside of Headworks (Brittian),
2,KAT,,101-48-02,1,EA,"48"" x 07'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,3/13/2026,6/29/2026,Influent Flow Meter to Headworks,"48"" Force Main Influent","60% QAQC - C03-302, M09-101",Plant Influent,,2,-1,6/23/2026,Pablo Chapellin,Pipe Laydown,Pricing to be agreed upon by KAT and Garney before time of invoice,, *** ,#VALUE!,,4086(1);4110(1)," $18,033.51 "," $36,067.02 ",#VALUE!,2,,
2,KAT,,101-48-03,2,EA,"48""","48"" MJ 45 BEND",DI,P401,Asphaltic,3/13/2026,6/29/2026,Influent Flow Meter to Headworks,"48"" Force Main Influent",60% QAQC - M09-101,Plant Influent,,,2,,,,,," $15,820.00 "," $31,640.00 ",,,, $-   , $-   ,,,
2,KAT,,101-48-04,1,EA,"48""","48"" MJ 90 BEND",DI,P401,Asphaltic,3/13/2026,6/29/2026,Influent Flow Meter to Headworks,"48"" Force Main Influent",60% QAQC - C03-302,Plant Influent,,,1,,,,,," $22,015.00 "," $22,015.00 ",,,, $-   , $-   ,,,
2,KAT,,101-48-05,6,EA,"48""","48"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Influent Flow Meter to Headworks,"48"" Force Main Influent","60% QAQC - C03-302, M09-101",Plant Influent,,6, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $2,630.00 "," $15,780.00 ",,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,109-48-01,1140,LF,"48""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,RCW Pump Station to Existing RCW Main (From 45 bend to 90 bend) , ,"60% QAQC - C03-302, C03-304",Plant Effluent,,140,1000,7/27/2026,Pablo Chapellin ,Pipe Laydown ,80 LF del 7/2/2026; 60 LF del 7/27/2026,, $936.15 ," $1,067,211.00 ",,4132(80)," $1,048.86 "," $146,840.40 "," $(920,370.60)",80,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,117-16-01,2300,LF,"16""",CL51 DI RJ,DI,P401,Asphaltic,3/13/2026,6/29/2026,In-Plant Lift Station #2 to Headworks,"16"" Force Main","60% QAQC - C03-302, C03-304, M61-101",FM,,200,2100,6/1/2026,Pablo Chapellin,Pipe Laydown,200 LF del 6/1/26,, $171.56 ," $394,588.00 ",,4216(59),, $-   , $-   ,59,,
2,KAT,,117-16-03,1,EA,"16""","16"" MJ 90 BEND",DI,P401,Asphaltic,3/13/2026,6/29/2026,In-Plant Lift Station #2 to Headworks,"16"" Force Main","60% QAQC - C03-302, C03-304, M61-101",FM,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $1,877.00 "," $1,877.00 ",,3858(1),, $-   , $-   ,1,,
2,KAT,,117-16-04,4,EA,"16""","16"" MJ 45 BEND",DI,P401,Asphaltic,3/13/2026,6/29/2026,In-Plant Lift Station #2 to Headworks,"16"" Force Main","60% QAQC - C03-302, C03-304, M61-101",FM,,4, ,5/4/2026,David Nigro,Pipe Laydown,,," $1,587.00 "," $6,348.00 ",,3858(4),, $-   , $-   ,4,,
2,KAT,,117-16-05,4,EA,"16""","16"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,In-Plant Lift Station #2 to Headworks,"16"" Force Main","60% QAQC - C03-302, C03-304, M61-101",FM,,4, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,, $209.00 , $836.00 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,112.1-24-01,2860,LF,"24""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,2648,212,7/27/2026,Pablo Chapellin,Pipe Laydown,"300 LF del 6/25/26; 300 LF del 6/26/26; 298.36 LF del 6/26/26; 298.10 LF del 6/29/26; 296.28 LF del 6/29/26, 300 LF del 6/30/26; 160 LF del 7/13/26; 119 LF del 07/20/26; 237.96 LF Del 07/22/2026; 239.05 LF Del 07/22/2026;99.2 LF del 7/28/2026",, $225.15 ," $643,929.00 ",,3885; 4110; 4132;4281(576), $225.15 ," $596,197.20 "," $(47,731.80)",576,,
2,KAT,,112.1-30-02,40,LF,"30""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,39,1,5/11/2026,David Nigro,Pipe Laydown,39.43 LF GFL del 5/11/26,, $332.64 ," $13,305.60 ",,"3885(198); 4110(1,189); 4132 (298);4194(158);4216(119)",, $-   , $-   ,963,,
2,KAT,,112.1-24-03,1,EA,"24""","24"" MJ 90 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $2,231.00 "," $2,231.00 ",,3858(1),, $-   , $-   ,1,,
2,KAT,,112.1-24-04,6,EA,"24""","24"" MJ 45 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,6, ,5/4/2026,David Nigro,Pipe Laydown,,," $1,480.00 "," $8,880.00 ",,3858(6),, $-   , $-   ,6,,
2,KAT,,112.1-24-05,1,EA,"24""","24"" MJ TEE",DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,1,                                                                                        ,5/4/2026,David Nigro,Pipe Laydown,,," $2,469.00 "," $2,469.00 ",,3858(1) ,, $-   , $-   ,1,,
2,KAT,,112.1-24-06,1,EA,"30""x24""","30"" x 24 "" MJ REDUCER",DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,1, ,5/4/2026,David Nigro,Pipe Laydown,Pricing to be agreed upon by KAT and Garney before time of invoice,, *** ,#VALUE!,,3858(1),, $-   , $-   ,1,,
2,KAT,,112.1-30-07,1,EA,"30""","30"" MJ 90 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,1, ,7/7/2026,Pablo Chapellin,Pipe Laydown ,,," $3,541.00 "," $3,541.00 ",,4137(1)," $3,541.00 "," $3,541.00 ", $-   ,1,,
2,KAT,,112.1-24-08,22,EA,"24""","24"" Megalug w/ Accessory Kit",,,,,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,22, ,6/1/2026,David Nigro,Pipe Laydown,,, $461.00 ," $10,142.00 ",,3885, $461.00 ," $10,142.00 ", $-   ,,,
2,KAT,,112.1-30-09,3,EA,"30""","30"" Megalug w/ Accessory Kit",,,,,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,3, ,6/12/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $3,183.00 ",,4028," $1,061.00 "," $3,183.00 ", $-   ,,,
