Release,Supplier, Review,Tag Number,QTY Released,Unit,Size,Description,Material,Lining,Coating,Release Date,Due Date,Area,System,Contract Dwg,System2,Shop Dwg,Delivered QTY,Need QTY,Received On,Received By,Storage Location,Notes,Estimate Cost,Contract Unit Price,Contract Extended Price,Above/Below,Invoice No.,Invoice Unit Price,Invoice Extended Price,Delta (Invoice-Contract),QTY Invoiced to Date,,
3,ServCorp,,112.1-24-10,2,EA,"24""","VLV PLUG 24"" MJ W/NUT OP (FULL PORT)",,,,,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,,2,,,,,," $21,365.37 "," $42,730.75 ",,,, $-   , $-   ,,,
3,ServCorp,,112.1-24-11,2,EA,,VLV VALVE STEM EXTENSION X 13' BURY,,,,,6/29/2026,Headworks to Disk Filters,"24"" Reject Return","60% QAQC - C03-302, C03-304, C03-305",RR,,,2,,,,,, $172.21 , $344.42 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,112.1U-30-01,20,LF,"30""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Under Disk Filters,"30"" Reject Return","60% QAQC - C03-305, M35-101",RR,,19,1,5/28/2026,David Nigro,Pipe Laydown,18.75 LF GFL del 5/28/26,, $332.64 ," $6,652.80 ",,,, $-   , $-   ,,,
2,KAT,,112.1U-30-02,1,EA,"30"" x 08'-00""","CL51 WALL PIPE FLGxWCxPE TFS NPT WC 12"" FROM FLG",DI,CML,Asphaltic,3/13/2026,6/29/2026,Under Disk Filters,"30"" Reject Return","60% QAQC - C03-305, M35-101",RR,,2,-1,5/19/2026,David Nigro,Pipe Laydown,"1 del 5/19/26
1 del 6/17/26",," $8,238.40 "," $8,238.40 ",,3932(1);4110(1)," $8,238.40 "," $16,476.80 "," $8,238.40 ",2,,
2,KAT,,112.1U-30-03,1,EA,"30""","30"" MJ 90 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Under Disk Filters,"30"" Reject Return","60% QAQC - C03-305, M35-101",RR,,1, ,5/4/2026,,,,," $3,541.00 "," $3,541.00 ",,3858(1),, $-   , $-   ,1,,
2,KAT,,112.1U-30-04,2,EA,"30""","30"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Under Disk Filters,"30"" Reject Return","60% QAQC - C03-305, M35-101",RR,,2, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $2,122.00 ",,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,105a-30-01,2,EA,"30"" x 12'-06""",CL53 FLGxPE SPOOL,DI,CML,Primed,3/13/2026,6/29/2026,Clarifiers 1 & 2 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,4,-2,6/9/2026,Pablo Chapellin,Pipe Laydown,"2 del 5/19/26
2 del 6/9/26",," $8,776.37 "," $17,552.74 ",,3932(2); 4110(2)," $8,776.37 "," $35,105.48 "," $17,552.74 ",4,,
2,KAT,,105a-30-02,100,LF,"30""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1 & 2 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,96,4,5/28/2026,David Nigro,Pipe Laydown,95.72 LF GFL del 5/28/26,, $332.64 ," $33,264.00 ",,3885(100), $332.64 ," $31,840.30 "," $(1,423.70)",100,,
2,KAT,,105a-30-03,2,EA,"30""","30"" MJ 90 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1 & 2 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,2, ,5/4/2026,David Nigro,Pipe Laydown,,," $3,541.00 "," $7,082.00 ",,3858(2),, $-   , $-   ,2,,
2,KAT,,105a-30-04,4,EA,"30""","30"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Clarifiers 1 & 2 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,4, ,6/12/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $4,244.00 ",,4028," $1,061.00 "," $4,244.00 ", $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,105b-30-01,2,EA,"30"" x 12'-06""",CL53 FLGxPE SPOOL,DI,CML,Primed,3/13/2026,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,4,-2,6/9/2026,Pablo Chapellin,Pipe Laydown,2 del 5/19/26; 2 del 6/9/26,," $8,776.37 "," $17,552.74 ",,3932(2); 4110 (2)," $8,776.37 "," $35,105.48 "," $17,552.74 ",4,,
2,KAT,,105b-30-02,80,LF,"30""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,77,3,5/11/2026,David Nigro,Pipe Laydown,,, $332.64 ," $26,611.20 ",,3885(16), $332.64 ," $25,480.22 "," $(1,130.98)",16,,
2,KAT,,105b-30-03,2,EA,"30""","30"" MJ 90 BEND",DI ,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,,2,,,,,," $3,541.00 "," $7,082.00 ",,4137(2),, $-   , $-   ,2,,
2,KAT,,105b-30-04,1,EA,"30""","30"" MJ 45 BEND",DI ,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $2,975.00 "," $2,975.00 ",,3858(1),, $-   , $-   ,1,,
2,KAT,,105b-30-05,10,EA,"30""","30"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,10, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $10,610.00 ",,,, $-   , $-   ,,,
3,ServCorp,,105b-30-06,2,EA,"30""","VLV PLUG 30"" MJ W/NUT OP (FULL PORT)",,,,,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,,2,,,,,," $39,892.83 "," $79,785.66 ",,,, $-   , $-   ,,,
3,ServCorp,,105b-30-07,2,EA,"30""",VLV VALVE STEM EXTENSION X 8' BURY,,,,,6/29/2026,Clarifiers 3 & 4 to Main Header,"30"" Secondary Clarifier Effluent","60% QAQC - C03-305, M25-401",SE,,,2,,,,,, $112.09 , $224.18 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,105.1a-48-01,360,LF,"48""",CL51 DI RJ,DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,358,2,7/2/2026,Pablo Chapellin,Pipe Laydown,20 LF del 4/20/26; 160 LF del 6/18/26 (120 LF GFL); 80 LF del 6/19/26; 38 LF del 6/22/26; 60 LF del 7/02/26,, $936.15 ," $337,014.00 ",,3810(20)/4063(240)/4066(37)/4105/4160(20)/4150(20), $936.15 ," $335,141.70 "," $(1,872.30)",337,6/8/2026 (1) Segment A Road Cross (Isaac Pipe Crew),
2,KAT,,105.1a-48-02,1,EA,"48""x30""","48"" x 30"" MJ REDUCER",DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,,1,,,,,," $7,047.00 "," $7,047.00 ",,,, $-   , $-   ,,,
2,KAT,,105.1a-48-03,3,EA,"48""x30""","48"" x 30"" MJ RED WYE",DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,,3,,,,,," $11,247.00 "," $33,741.00 ",,,, $-   , $-   ,,,
2,KAT,,105.1a-48-04,1,EA,"48""","48"" MJ 90 BEND",DI,CML,Asphaltic,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $12,653.00 "," $12,653.00 ",,3858(1) ,, $-   , $-   ,1,,
2,KAT,,105.1a-48-05,4,EA,"30""","30"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,4, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $4,244.00 ",,,, $-   , $-   ,,,
2,KAT,,105.1a-48-06,9,EA,"48""","48"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Clarifiers 1-4 to Disk Filters,"48"" Secondary Clarifier Effluent",60% QAQC - C03-305,SE,,9, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $2,630.00 "," $23,670.00 ",,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,ok,111-06-01,40,LF,"06""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2,"6"" Scum Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Scum,,4,36,6/17/2026,Pablo Chapellin ,Pipe Laydown,,," $1,150.00 "," $46,000.00 ",Riser,,, $-   , $-   ,,,
2,KAT,ok,111-06-02,2,EA,"06"" x 13'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,3/13/2026,6/29/2026,Clarifier 1 and 2,"6"" Scum Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Scum,,4,-2,6/17/2026,Pablo Chapellin,Pipe Laydown ,,, *** ,#VALUE!,Below,4063(2);4110(2)," $1,755.89 "," $7,023.56 ",#VALUE!,4,,
2,KAT,ok,111-06-03,4,EA,"06""","06"" MJ 45 BEND",DI,P401,Asphaltic,3/13/2026,6/29/2026,Clarifier 1 and 2,"6"" Scum Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Scum,,4, ,5/4/2026,David Nigro,Pipe Laydown,,, $392.00 ," $1,568.00 ",Below,3858(4),, $-   , $-   ,4,,
2,KAT,ok,111-06-04,10,EA,"06""","06"" Megalug w/ Accessory Kit",,,,3/13/2026,6/29/2026,Clarifier 1 and 2,"6"" Scum Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Scum,,10, ,6/1/2026,David Nigro,Pipe Laydown,,, $49.00 , $490.00 ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,110.2-36-05,4,EA,"36""","36"" Megalug w/ Accessory Kit",,,,3/13/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,4, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,352.00 "," $5,408.00 ",Below,,, $-   , $-   ,,,
2,KAT,,110.2-36-06,2,EA,"36""","36"" MJ 22.5 BEND",DI,P401,Asphaltic,3/13/2026,5/4/2026,RAS Pump Station 1 and 2 to Headworks,RAS Pump Station 1 to Headworks,"60% QAQC - C03-303, C03-305, M30-101",RAS,,2, ,5/4/2026,David Nigro,Pipe Laydown,,, *** ,#VALUE!,,3858(2),, $-   , $-   ,2,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,104Ua-30-03,1,EA,"30""","30"" MJ 90 BEND",DI,P401,Asphaltic,3/13/2026,5/4/2026,BNR 1 and 2,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $6,730.00 "," $6,730.00 ",Below,3858(1),, $-   , $-   ,1,7/29/2026 (1)  BNR Trains 1 and 2 to Clarifiers 1 and 2 (Staley/Roman),
2,KAT,,104Ua-30-04,2,EA,"30""","30"" Megalug w/ Accessory Kit",,,,3/13/2026,5/4/2026,BNR 1 and 2,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,2, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $2,122.00 ",Below,,, $-   , $-   ,,,
2,KAT,,104Ub-30-03,1,EA,"30""","30"" MJ 90 BEND",DI,P401,Asphaltic,3/13/2026,5/4/2026,BNR 3 and 4,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,1, ,5/4/2026,David Nigro,Pipe Laydown,,," $6,730.00 "," $6,730.00 ",Below,,, $-   , $-   ,,7/29/2026 (1)  BNR Trains 1 and 2 to Clarifiers 1 and 2 (Staley/Roman),
2,KAT,,104Ub-30-04,2,EA,"30""","30"" Megalug w/ Accessory Kit",DI,P401,Asphaltic,3/13/2026,5/4/2026,BNR 3 and 4,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,2, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $2,122.00 ",Below,,, $-   , $-   ,,,
2,KAT,,104Uc-30-03,1,EA,"30""","30"" MJ 90 BEND",DI,P401,Asphaltic,3/13/2026,5/4/2026,BNR 5 and 6,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,1, ,5/22/2026,David Nigro,Pipe Laydown,,," $6,730.00 "," $6,730.00 ",Below,,, $-   , $-   ,,,
2,KAT,,104Uc-30-04,2,EA,"30""","30"" Megalug w/ Accessory Kit",DI,P401,Asphaltic,3/13/2026,5/4/2026,BNR 5 and 6,"30"" ML BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",ML,,2, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,," $1,061.00 "," $2,122.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,KAT,,POLY-GR-02,1500,LF,,"DIP GREEN POLY WRAP 10""-12""",POLY,,,3/13/2026,5/4/2026,All,All,,All,,1500, ,4/21/2026,Noah Gore,,,, $0.87 ," $1,305.00 ",Below,3810, $0.87 ," $1,305.00 ", $-   ,,,
2,KAT,,POLY-GR-03,4500,LF,,"DIP GREEN POLY WRAP 14""-16""",POLY,,,3/13/2026,5/4/2026,All,All,,All,,4500, ,4/21/2026,Noah Gore,,,, $1.08 ," $4,860.00 ",Below,3810, $1.08 ," $4,860.00 ", $-   ,,,
2,KAT,,POLY-GR-05,4000,LF,,"DIP GREEN POLY WRAP 24""",POLY,,,3/13/2026,5/4/2026,All,All,,All,,4000, ,4/21/2026,Noah Gore,,,, $1.65 ," $6,600.00 ",Below,3810, $1.65 ," $6,600.00 ", $-   ,,,
2,KAT,,POLY-GR-06,4000,LF,,"DIP GREEN POLY WRAP 30""",POLY,,,3/13/2026,5/4/2026,All,All,,All,,4000, ,4/21/2026,Noah Gore,,,, $2.10 ," $8,400.00 ",Below,3810, $2.10 ," $8,400.00 ", $-   ,,(1 Roll) BNR 2 Southside (Staley),
2,KAT,,POLY-GR-07,1500,LF,,"DIP GREEN POLY WRAP 36""-42""",POLY,,,3/13/2026,5/4/2026,All,All,,All,,1500, ,4/21/2026,Noah Gore,,,, $2.64 ," $3,960.00 ",Below,3810, $2.64 ," $3,960.00 ", $-   ,,,
2,KAT,,POLYTAPE-GR-01,5,CASE,,GREEN POLY WRAP TAPE,,,,3/13/2026,5/4/2026,All,All,,All,,5, ,4/21/2026,Noah Gore,,$7.42/roll & 24 rolls/case,, $178.08 , $890.40 ,Below,3810, $7.42 , $37.10 , $(853.30),,,
2,KAT,,POLYTAPE-PU-01,5,CASE,,PURPLE POLY WRAP TAPE,,,,3/13/2026,5/4/2026,All,All,,All,,5, ,4/21/2026,Noah Gore,,$7.42/roll & 24 rolls/case,, $178.08 , $890.40 ,Below,3810, $7.42 , $37.10 , $(853.30),,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW RCW-12-01,400,LF,"12""",CL51 DI RJ,DI,CML,Asphaltic,,,,"12"" Reclaimed Water",60% QAQC - C03-304,RCW,,,400,,,,,, $86.45 ," $34,580.00 ",,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW PW-08-01,1900,LF,"08""",CL50 DI RJ,DI,CML,Asphaltic,,,,"08"" Potable Water","60% QAQC - C03-302, C03-304",PW,,,1900,,,,,, *** ,#VALUE!,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW PW-08-02,1,EA,"08""","08"" MJ 90 BEND",DI,CML,Asphaltic,,,,"08"" Potable Water",60% QAQC - C03-302,PW,,,1,,,,,, *** ,#VALUE!,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW PW-08-03,2,EA,"08""","08"" Megalug w/ Accessory Kit",,,,,,,"08"" Potable Water",60% QAQC - C03-302,PW,,2, ,6/1/2026,David Nigro,Pipe Laydown,,, $66.00 , $132.00 ,,3885, $66.00 , $132.00 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW NPW-12-01,1900,LF,"12""",CL51 DI RJ,DI,CML,Asphaltic,,,,"12"" Non-Potable Water","60% QAQC - C03-302, C03-304",NPW,,,1900,,,,,, $86.45 ," $164,255.00 ",,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW NPW-12-02,1,EA,"12""","12"" MJ 90 BEND",DI,CML,Asphaltic,,,,"12"" Non-Potable Water",60% QAQC - C03-302,NPW,,,1,,,,,, $382.00 , $382.00 ,,,, $-   , $-   ,,,
Hold - Not in GMP2,KAT,,NEW NPW-12-03,2,EA,"12""","12"" Megalug w/ Accessory Kit",,,,,,,"12"" Non-Potable Water",60% QAQC - C03-302,NPW,,2, ,6/1/2026,David Nigro,Pipe Laydown,,, $124.00 , $248.00 ,,3885, $124.00 , $248.00 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
3,KAT,,110Ua-20-01,140,LF,"20""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,80,60,,David Nigro,Pipe Laydown,79.92 del 5/11/26,, $249.91 ," $34,987.40 ",Below,3885(80), $249.91 ," $19,972.81 "," $(15,014.59)",80,,
3,KAT,,110Ua-20-02,2,EA,"20"" x 12'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2 to RAS PS 1,RAS,M30-101 - 60% Submittal,RAS,,4,-2,6/17/2026,Pablo Chapellin ,Pipe Laydown,,,, $-   ,Riser,4063(2); 4110(2)," $7,419.48 "," $29,677.92 "," $29,677.92 ",4,,
3,KAT,,110Ua-20-03,2,EA,"20""","20"" MJ 90 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,2, ,5/4/2026,David Nigro,Pipe Laydown,,,, $-   ,Below,3858(2),, $-   , $-   ,2,,
3,KAT,,110Ua-20-04,4,EA,"20""","20"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,4, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,, $339.00 ," $1,356.00 ",Below,,, $-   , $-   ,,,
5,KAT,,110Ua-20-05,2,EA,"20"" x 11'-06""","CL50 WALL PIPE PE x WC x MJ WC 54"" FROM PE",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,2, ,7/28/2026,Pablo Chapellin,Pipe Laydown,,," $5,995.52 "," $11,991.04 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
EMAIL,ServCorp,,,2,EA,"06""","06"" SCH 80 TEE",PVC,,,,,,,,,,2, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $110.96 , $221.91 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,9,EA,"06""","06"" SCH 80 90 BEND",PVC,,,,,,,,,,9, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $65.99 , $593.90 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,10,EA,"06""","06"" SCH 80 45 BEND",PVC,,,,,,,,,,10, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $79.29 , $792.88 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,10,EA,"06"" x 02""","06"" X 02"" SCH 80 RED SOC TEE",PVC,,,,,,,,,,10, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $73.44 , $734.40 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,2,EA,GAL,PVC CEMENT,,,,,,,,,,,2, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $180.73 , $361.46 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,2,EA,GAL,PVC PRIMER,,,,,,,,,,,2, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $125.60 , $251.20 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,10,EA,"1/2"" x 520""",PIPE THREAD TAPE,,,,,,,,,,,10, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $1.11 , $11.11 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,2,EA,PINT,TRU-BLU THREAD SEALANT,,,,,,,,,,,2, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $32.15 , $64.31 ,Below,,, $-   , $-   ,,,
EMAIL,ServCorp,,,10,EA,"12""",SWAB APPLICATOR,,,,,,,,,,,10, ,5/15/2026,Chelsea Vohwinkle,Pipe Laydown,,, $32.85 , $328.46 ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,113-16-01,1,EA,"16""","16"" MJ 90 BEND",DI,P401,Asphaltic,,,LS1,DR,Yard Pipe - 60% Submittal,DR,,1, ,5/19/2026,David Nigro,Pipe Laydown,,," $1,877.00 "," $1,877.00 ",Below,3905(1)," $1,877.00 "," $1,877.00 ", $-   ,1,,
5,KAT,,113-16-02,2,EA,"16""","16"" Megalug w/ Accessory Kit",,,,,,LS1,DR,Yard Pipe - 60% Submittal,DR,,2, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,, $209.00 , $418.00 ,Below,3885, $209.00 , $418.00 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
4,KAT,,109-48-01,5,EA,"48""","48"" PRJ 45 BEND",DI,CML,Asphaltic,4/8/2026,7/31/2026,Yard,"48"" Reclaimed Water","60% Submittal - C03-101, C03-301, C03-304, C03-305, M50-001, M50-101, M51-001, M51-301",RCW,,,5,,,,Two of these 45s are currently shown as 90s on the drawing noted in column P,,, $-   ,,,, $-   , $-   ,,,
4,KAT,,109-48-02,1,EA,"48""","48"" PRJ 90 BEND",DI,CML,Asphaltic,4/8/2026,7/31/2026,Yard,"48"" Reclaimed Water","60% Submittal - C03-101, C03-302",RCW,,,1,,,,,,, $-   ,,,, $-   , $-   ,,,
4,KAT,,109-48-03,1,EA,"48""x24""","48"" x 24"" PRJ RED TEE",DI,CML,Asphaltic,4/8/2026,7/31/2026,Yard,"48"" Reclaimed Water","60% Submittal - C03-101, C03-301, C03-304, C03-305, M50-001, M50-101, M51-001, M51-303",RCW,,,1,,,,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
2,ServCorp,,119.1-02-01,1620,LF,"02"" x 20'-00""",CERTA-LOK YELOMINE PIPE W/ COUPLING,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,,1620,,,,,, $7.08 ," $11,469.60 ",,,, $-   , $-   ,,,
2,ServCorp,,119.1-02-05,8,EA,"02""",SCH 80 PVC 90 BEND SOC,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,8, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $6.03 , $48.26 ,,G-HC-0673P031-009, $6.03 , $48.24 , $(0.02),,,
2,ServCorp,,119.1-02-12,2,EA,"02""",SCH 80 PVC 45 BEND SOC,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,2, ,5/14/2026,David Nigro,Pipe Laydown Conex,Pricing to be agreed upon by ServCorp and Garney before time of invoice,, $14.13 , $28.26 ,,G-HC-0673P031-009, $14.13 , $28.26 , $-   ,,,
2,ServCorp,,119-06-03,20,EA,"06""",SCH 80 PVC 90 BEND SOC,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,20, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $65.99 ," $1,319.78 ",,G-HC-0673P031-009, $61.13 ," $1,222.60 ", $(97.18),,,
2,ServCorp,,119-06-04,1,EA,"06""",SCH 80 PVC 45 BEND SOC,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,1, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $79.29 , $79.29 ,,G-HC-0673P031-009, $73.45 , $73.45 , $(5.84),,,
2,ServCorp,,119.1-02-10,14,EA,"02""","SCH 80 PVC SPIG x 3/4"" FNPT BUSHING",PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,14, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $8.54 , $119.55 ,,G-HC-0673P031-009, $8.70 , $121.80 , $2.25 ,,,
2,ServCorp,,119-06-10,3,EA,"06""x02""","SCH 80 PVC 06"" x 02"" RED BUSHING",PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,3, ,5/14/2026,,Pipe Laydown Conex,Delivered via UPS,, $51.97 , $155.91 ,,G-HC-0673P031-008, $51.97 , $155.91 , $-   ,,,
2,ServCorp,,119.1-02-06,17,EA,"02""",SCH 80 PVC SOC TEE,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,17, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $21.31 , $362.23 ,,G-HC-0673P031-009, $21.31 , $362.27 , $0.04 ,,,
2,ServCorp,,119-06-02,1,EA,"06""",SCH 80 PVC SOC TEE,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,1, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $110.96 , $110.96 ,,G-HC-0673P031-009, $102.79 , $102.79 , $(8.17),,,
2,ServCorp,,119-06-05,2,EA,"06""x02""","SCH 80 PVC 06"" x 02"" RED SOC TEE",PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,2, ,5/14/2026,,Pipe Laydown Conex,Delivered via UPS,, $73.44 , $146.88 ,,G-HC-0673P031-008, $68.03 , $136.06 , $(10.82),,,
